post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
"10,048","Nov 20, 2023","Dust off your old illustrations and bring them back to life with Procreate Dreams ✨

Join @LisaBardot in her upcoming Live Session where she’ll show you animation techniques to weave in movement, emotion, and story. Spots are limited so sign up at our link in bio!

#ProcreateDreams #Animation #Skillshare","['Which software do you use', 'Aweeeee🙌❤️', 'I’m kind of irritated that @procreate isn’t responding to people asking for the recording if they missed part or all of the live session after registering. I even googled if @skillshare LIVES are recorded and it says that if you signed up for the event a recording of it will be emailed to the email you used to register. I was unable to watch the one I was registered for today and I would like the recording…the first session was too unorganized to follow and I wanted to go back and try to go along with it another time and watch it through the first time. What gives @procreate @skillshare ? Why are we not offered the recordings if we are registrants??', 'I missed the session due to bad internet connectivity. Is there any way we can watch the recording?', 'It’s definitely a game changer and I feel like this is going to BOOST my creativity', 'How to export a video without background in Procreate Dreams?', 'Is it possible to draw professionally with pro create and then print the image files in a large format?', 'Mustard yellow is one', 'Pls check yor DM', '@taboonle are you on Dreams as well? If so, Your Link art animation next year will be fireeee 🔥', '@skillshare will this class be added to the Skillshare website?', 'C’est moi ou il manque énormément de fonctionnalité ? 😢😢😢', 'Can you share the link for this ? Where to find it …', 'is this gonna be recorded? I would have to skip my own birthday party to join🙈😄🙏🏻 @skillshare']","['4d', '5w', '6w', '6w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w', '7w']","['rahul_rajbhar330', 'artesano08', 'baby.got.stacks', 'hira_at_work', 'hurtxless', 'amrit_animate', 'treechildart', 'cy_ure', 'zeidabadi.art', 'tiffanyng.123', 'avdoeswhat', 'virgils_illustrations', 'shans_palette', 'the.salty.lizzy']","['0', '0', '0', '1 like', '1 like', '0', '0', '0', '0', '1 like', '0', '1 like', '1 like', '1 like']",14,skillshare,615000.0
223,"Nov 14, 2023","The ultimate fall treat: Salted Caramel Apple Crumble Bars 🍎🤤 Follow @bakingwithemms and treat your taste buds to more delicious and creative recipes!

🏷️ #applecrumble #homemade #desserts #baking #skillshare",['😍'],['8w'],['happyhoneybeehobbies'],['0'],1,skillshare,615000.0
99,"Dec 9, 2023","Where are all our fellow quilters at? 👀🪡 Learn to DIY and sew like a pro with @quiltdstudios at our link in bio.

🏷️ #quilt #quiltingfun #diy #quiltersofinstagram #quiltmaker #skillshare","['Goooooo @quiltdstudios!!!!!!', 'Love this 🙌']","['4w', '5w']","['mar.i.mun', 'tinybishoff']","['1 like', '1 like']",2,skillshare,615000.0
156,"Jan 12, 2024","Sometimes, winter blues can get the best of us. Artist @simonipdraws leans into emotion to guide their creativity. ❄️","['That’s how I started. Doodling to combat stress and anxiety. It works 💞', 'Very very encouraging!👏', '❤️', '😢😢😢', 'Love this 😍', '😍😍😍 that’s me', '🔥👏']","['1d', '2d', '2d', '3d', '3d', '3d', '3d']","['pencilbyesther', 'artyculate', 'liuestelle', 'simphilip', 'tinyemperor', 'simonipdraws', 'jojopollack']","['1 like', '1 like', '1 like', '0', '0', '1 like', '0']",7,skillshare,615000.0
146,"Oct 25, 2023","Self-doubt and creative blocks used to be illustrator @simonipdraws’ personal monsters, but he’s learned how to make them his friends.

Learn from Simon on how to embrace imperfection to allow your creativity to flow freely. 🖌️✨ #creativity #halloweenart #artistsofinstagram #skillshareteacher #skillshare","['Well said 🫶🏿', 'love this Simon! ❤️\u200d🔥', '👏👏👏', 'That’s me! 🎃']","['10w', '11w', '11w', '11w']","['some_swiss_dude', 'fromtreetosea', 'tinyemperor', 'simonipdraws']","['0', '0', '1 like', '1 like']",4,skillshare,615000.0
239,"Oct 17, 2023","How do you shoot, edit, and animate a commercial campaign in just 5 weeks? 🤔 🎥

In our newest video series, Future of Work, meet filmmaker @paultrillo, who used AI tools like DALL-E to craft a stunning commercial for GoFundMe with a handmade feel.

💡 He shares his perspective on AI and walks through his step-by-step process, from a studio shoot to AI rotoscoping, stable diffusion, and completing the final version.

Tap the link in bio to watch the full video!

#ai #dalle #animation #vfx #skillshare","['Whoa this is awesome. Great use of stop motion.', 'wizard', 'Respected but I think this kind of AI tool are too messy and distracted that is so cool but not as much as clear ones', '👏👏👏👏👏👏', 'Very well put👏👏']","['12w', '12w', '12w', '12w', '12w']","['lessonflyer', 'gmunk', 'nimazabihi__', '_xwray', 'hok']","['1 like', '1 like', '0', '2 likes', '2 likes']",5,skillshare,615000.0
67,"Jan 10, 2024","Small adjustments, big results 💸 Master the art of pricing and negotiation with some help from @Draplin!

Start this Learning Path now at our link in bio ☝️",[],[],[],[],0,skillshare,615000.0
62,"Dec 7, 2023","Looking for something thoughtful to gift this holiday? Handmade is the way to go 😉 Step into the holiday spirit with @jennaphipps in this upcoming Live Session on December 13th and DIY your winter wardrobe.

Grab your ticket now — tap the link in bio 🧶

🏷️ #crochet #crochetstitch #crochetartist #skillshare",[],[],[],[],0,skillshare,615000.0
431,"Jan 10, 2024","Welcome to a new kind of HIIT class 💪🎨 Flex your creative muscles with @yourbuddymeg for some High Intensity Inspiration Training!

In this first class, you’ll learn 3 creative exercises to get out of your head and into the groove. All you need are:

🏠 A few items from around the house
🧠 An open mind
😜 The willingness to get silly

Tap the link in bio to train with Meg!","['This is what the world needs', 'Love you with all my heart', 'YOU HAVE REACHED FULL MEG-NESS', '👏👏❤️', 'This is great!!! I am obsessed!!! 👏', 'YESSSSSS MEG', 'Woohoooo! It’s recycling day here anyway! ♻️ this was so fun, might HIIT it up every recycling day! Thanks, buddy @yourbuddymeg 🤡!', 'YES I need this!!! 💪', '😍😍😍', 'Ugh love you forever Meg! @yourbuddymeg', 'This looks so fun 😍', 'Amazing', 'Love a blind contour drawing', 'This is pure genius! 👏🔥', 'Omg I love this so muchhhhh']","['4d', '4d', '4d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d', '5d']","['katelyngambler', 'scrambled_meg_design', 'juliakuentzel', 'ivannacandelier', 'cas_ingh', 'jencatkings', 'oliveargyle', 'jenmussari', 'talkpaperscissors', 'mooreaseal', 'theinkingrose', 'mark_titsworth', 'msueagee', 'artbyeringrace', 'katrinatorrijos']","['1 like', '1 like', '0', '2 likes', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '1 like', '2 likes', '2 likes', '2 likes']",15,skillshare,615000.0
318,"Oct 16, 2023","We’ve all seen Bad Bunny’s ‘Un Verano Sin Ti’ album cover, right? Well, creative director and designer Adrian Hernandez (@primo.adrian) designed it 👀

He’s the creative behind @UglyPrimo and @NeedPastel, and we proudly partnered up with him and @lanuevalink to hear more about his #FuerzaCreativa, as well as the advice he has for aspiring creatives.

#LatineHeritageMonth #HispanicHeritageMonth #Creativity","['Such an inspiration to a Hispanic creator like myself! ❤️', '👏🏽👏🏽👏🏽', '👏👏', '👏👏👏👏 love this', 'Orgullo', 'THEEEE @primo.adrian everyone 👏👏👏👏', '👏👏👏👏👏👏👏👏👏👏👏', 'Amen 🙏🏽', 'el goat', '👏👏👏', '💪🏽💪🏽💪🏽', '🔥🔥🔥', '🔥🔥🔥🔥 el durooo', '👑']","['2w', '6w', '8w', '8w', '10w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w']","['sharpxshoota', 'losgothsco', 'maynanevarez', 'lari_alejandro', 'lechero', 'lanuevalink', 'angelicaalora', 'stylolive', 'artchurro_', 'enciso.design', 'themezcalwolf', 'sourapplepr', 'jpatronmusic', 'mikeboydjr']","['0', '0', '0', '0', '0', '2 likes', '0', '0', '0', '1 like', '1 like', '2 likes', '2 likes', '2 likes']",14,skillshare,615000.0
140,"Nov 28, 2023","Deck the halls with custom pet portraits 🐾 Join @catcoq in this Live Session to create personalized holiday gifts for your family and friends, using the Procreate app on your iPad.

Secure your ticket now — tap the link in bio ✍️

🏷️ #Procreate #Procreatetutorial #DigitalArt #Petportrait #Skillshareclass #Skillshare",[],[],[],[],0,skillshare,615000.0
77,"Dec 21, 2023","Step inside @artbabygirl’s world, where every corner reflects the vibrant hues of her imagination 🌈 Take the full tour of Grace’s space at the link in our bio. #artist #artstudio #studiotour #skillshare",['Amazing 😍'],['3w'],['fbyelin'],['1 like'],1,skillshare,615000.0
344,"Dec 11, 2023",Wise words from @simonipdraws: don’t wait too long to pick up that pen 🖊️ #creativity #digitalartist #skillshare,"[""I wanna create a book, not only with my works, but my hometown artist's too"", 'That’s true ❤️ don’t wait to be perfect to start. Start now']","['4w', '5w']","['nurmukhamed', 'simonipdraws']","['0', '2 likes']",2,skillshare,615000.0
94,"Oct 30, 2023","📝 Confronting the blank page: where the creativity monster lurks, but don’t worry musician and teacher @mikebarnes1994 is here to show us how to tame it! #creativity #skillshare #skillshareteacher","['Great advice! Let creativity flow through you', 'I feel you @mikebarnes1994 nothing scarier than a blank sheet of paper']","['10w', '11w']","['jim_elias1508', 'simonipdraws']","['2 likes', '2 likes']",2,skillshare,615000.0
99,"Dec 19, 2023","Start your 2024 with a creative spark 🌟 Join @VinithaMammen in our Skillshare Live Session for a fun hand-lettering project, where you’ll align your new year’s goals by designing your own ‘Word of the Year’ in Procreate.

Ready to get inspired? Sign up now - link in bio 🎟️

🏷️ #procreate #design #handlettering #skillshareclass","['I have never been more disappointed about this platform. I reached out because I can’t cancel my membership and no one supported me.', 'Canceling memberships is impossible. Which makes me want to cancel membership even more. Why do you make this process so difficult?', 'That’s awesome! Love this @vinithamammen 💙']","['1w', '3w', '3w']","['elianafeg', 'thefort614', 'ceciliabattaini']","['0', '0', '2 likes']",3,skillshare,615000.0
91,"Nov 30, 2023","There’s never been a better time ⏰ to invest in your creative self.

Thousands of classes, tailored for every skill level. With our new monthly membership, enjoy flexibility without long-term commitments. Plus, your first month is on us 😉 #skillshare","['We love this!', '👏👏👏👏👏']","['3w', '6w']","['working_voices', 'ebuka_mordi']","['0', '0']",2,skillshare,615000.0
131,"Dec 13, 2023","Join us next week and get into the festive spirit with @Jolypoa! 🎁🎨 In this Creative Club, we will create simple—yet beautiful—holiday cards and gift tags to share with friends and family!

🗓 Tuesday, December 19
⏰ 12 - 1pm EST
🎟 Sign up in our link in bio! Creative Club is a free event, but you have the option to “pay what you can.”

🏷️ #paintwithme #dailydrawing #watercolor #skillshareclass","['I missed the workshop. Was it recorded? 😌', ""Hi - I'm not finding the link to sign up and would love to participate.""]","['3w', '4w']","['georgia.katherine', 'kimedwardsart']","['0', '0']",2,skillshare,615000.0
60,"Jan 4, 2024","[GIVEAWAY CLOSED] 📣 Sign up for an annual plan + complete onboarding within Skillshare by Dec. 31, and you'll be entered to win an iPad Pro PLUS 2x free tickets to a Skillshare Live Session of your choice.⁠
⁠
Consider this your sign to pursue those 2024 goals 😉 Link in bio to get started + enter on Skillshare!⁠
⁠
Eligibility: No purchase necessary. First-time Skillshare users, US only. Must be 18 years of age or older. Winner will be randomly selected by January 26, 2024. Official giveaway rules: https://skl.sh/gift23li","['Done!!', 'This is absolutely amazing', 'Wow wow wow ❤️', '@skillshare is such a scammy company. If you’re thinking about signing up don’t do it. There are better ways to support and learn from small artists! 💕']","['2w', '2w', '2w', '2w']","['knaurr', 'kalakritibykeerty', 'kalakritibykeerty', 'mrs.scarlettlira']","['0', '0', '0', '0']",4,skillshare,615000.0
222,"Nov 22, 2023","It’s beginning to taste a lot like FALL 🤤 A cake made with chai, pumpkin, maple, apple cider, AND salted caramel? Grab us a plate!🍴

For more baking recipes and inspiration follow @bakingwithemms.

🏷️ #baking #homebaking #bakestagram #cakesofinstagram #bakingtime #bakingcake #fallrecipes #cake #dessertrecipes #skillshare","['Looks delicious! Just started piping cupcakes!', 'GODDAMN that looks amazing! 🤩']","['7w', '7w']","['musicboxdancer', 'thespedtechteacher']","['1 like', '1 like']",2,skillshare,615000.0
431,"Dec 19, 2023","Jen Hillenga is a professional dog photographer and owner of @thewaysofthedog – and yes, it pays the bills. 💸

See how she turned her passion into a fulfilling career at the link in bio 🐶#photographer #dogphotographer #petportraits","['Jen is such an amazing photographer!!!', 'Loved watching your story on Skillshare. Your work is beautiful & inspiring.', 'Love this!!!!', '😍😍😍😍😍😍😍😍😍', 'You’re so amazing Jen! ❤️🙌', 'Adorable!', 'Jen is AMAZING!!!', 'Jen is so amazingly talented!!! 🤩 I couldn’t believe all of the poses she was able to get my dog to do. They will forever be my favorite photos. 🤗❤️🐶', '👏🙌❤️', '😍❤️', 'Everything @thewaysofthedog does is a step above! Jen is incredibly talented and I will forever cherish the photos she took!', 'Jen is awesome 👏', 'Amazing!', 'We love Jen’s work!!! Our wall is full of photos of our furbaby Kori, taken by Jen!! 🤩🤩🤩']","['5d', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w']","['happyinthemtns', 'classic.haul', 'jmoskowitz12', 'soldbysyl', 'katefosterkaplove', 'working_voices', 'charleschesslerphotography', 'sweetlikesugaaar', 'ms_ava_wilson', 'art_side_of_life', 'wagswithlola', 'lifewithlouie1025', 'chriscapturesitall', 'storiesofkori']","['0', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '3 likes', '1 like', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes']",14,skillshare,615000.0
